,Unnamed: 0,R&D Spend,Administration,Marketing Spend,State_is_California,State_is_New York,Profit
0,0.0,1.0,0.6517439310268491,1.0,0.0,1.0,192261.83
1,0.02040816326530612,0.9833594598582879,0.7619717267693455,0.9408933662664767,1.0,0.0,191792.06
2,0.04081632653061224,0.927984592607645,0.3795789541636034,0.864663603542383,0.0,0.0,191050.39
3,0.061224489795918366,0.8731364288427159,0.5129983902549908,0.8122351304336031,0.0,1.0,182901.99
4,0.08163265306122448,0.8594377233152625,0.3053280382623889,0.776135567095203,0.0,0.0,166187.94
5,0.1020408163265306,0.7975659997145434,0.36944789841721865,0.7691258777055013,0.0,1.0,156991.12
6,0.12244897959183673,0.8141282812375263,0.7301611069589005,0.27071031007615565,1.0,0.0,156122.51
7,0.14285714285714285,0.7880179039269618,0.7174572453826598,0.6864934193416015,0.0,0.0,155752.6
8,0.16326530612244897,0.7290178603827536,0.7417327573593728,0.6604997709757493,0.0,1.0,152211.77
9,0.18367346938775508,0.7459055139063268,0.4369288415971631,0.6464431929774658,1.0,0.0,149759.96
10,0.2040816326530612,0.6163506082883982,0.4515063745019315,0.48573266882033544,0.0,0.0,146121.95
11,0.22448979591836732,0.6088445544338891,0.3083642186250832,0.5293619475518568,1.0,0.0,144259.4
12,0.24489795918367346,0.5676698163643973,0.5788355604289264,0.5295630776874423,0.0,0.0,141585.52
13,0.26530612244897955,0.5563521928137541,0.6410656106974888,0.5355520247503043,1.0,0.0,134307.35
14,0.2857142857142857,0.7253935307821265,0.8013271984483843,0.5437082767308182,0.0,0.0,132602.65
15,0.3061224489795918,0.692616656143483,0.5430297340746311,0.5548644602478126,0.0,1.0,129917.04
16,0.32653061224489793,0.4718082095347301,0.5352703611885348,0.5603115068947851,1.0,0.0,126992.93
17,0.3469387755102041,0.5724682066801654,0.7140127290590412,0.5989483537067062,0.0,1.0,125370.37
18,0.36734693877551017,0.5548811847895242,0.4787720110515626,0.6251155348389232,0.0,0.0,124266.9
19,0.3877551020408163,0.522649640881238,0.7782360434590043,0.0,0.0,1.0,122776.86
20,0.4081632653061224,0.46116860559349543,0.4764236225246156,0.6330532758522384,1.0,0.0,118474.03
21,0.42857142857142855,0.4740843620652534,0.7802101240217711,0.6353272397268157,0.0,1.0,111313.02
22,0.44897959183673464,0.447504795910715,0.5442927284683095,0.6429196320944263,0.0,0.0,110352.25
23,0.4693877551020408,0.4084236875654675,0.4146382960971639,0.6459919484357357,0.0,0.0,108733.99
24,0.4897959183673469,0.4659472800594136,0.36538760476550297,0.2979642806953435,0.0,1.0,108552.04
25,0.5102040816326531,0.39107966654812965,0.6719579313474888,0.29242744721579217,1.0,0.0,107404.34
26,0.5306122448979591,0.45557444487182275,0.7068447734138883,0.28413435298052653,0.0,0.0,105733.54
27,0.5510204081632653,0.4360928265755141,0.5829780693747877,0.7486132110005403,0.0,1.0,105008.31
28,0.5714285714285714,0.39946682536111455,1.0,0.2504285328818839,0.0,0.0,103282.38
29,0.5918367346938775,0.3967692616595665,0.7745664247050259,0.22709196855086894,0.0,1.0,101004.64
30,0.6122448979591836,0.37493063165712326,0.48992809359023687,0.19316301672735475,0.0,0.0,99937.59
31,0.6326530612244897,0.3697410087257755,0.7720532249634258,0.1869885610812234,0.0,1.0,97483.56
32,0.6530612244897959,0.3834845285008939,0.5932935005308215,0.09768292318456684,1.0,0.0,97427.84
33,0.673469387755102,0.33561668275383244,0.3941336494866646,0.45494286475529805,0.0,0.0,96778.92
34,0.6938775510204082,0.28077589731308045,0.8100549609241365,0.44680961058246776,1.0,0.0,96712.8
35,0.7142857142857142,0.2782838985613477,0.25703165334499783,0.4356179871258909,0.0,1.0,96479.51
36,0.7346938775510203,0.17335287984459555,0.5768245591090664,0.42631114528870306,0.0,0.0,90708.19
37,0.7551020408163265,0.26652653898537154,0.0,0.41762624047737096,1.0,0.0,89949.14
38,0.7755102040816326,0.1223446499892349,0.11163611328110429,0.39269042767655804,0.0,1.0,81229.06
39,0.7959183673469387,0.23319441521337872,0.24130912021870482,0.37093089826469355,1.0,0.0,81005.76
40,0.8163265306122448,0.17390062969763387,0.5120407343287374,0.366260054122214,1.0,0.0,78239.91
41,0.836734693877551,0.16869098852610112,0.25446874380054824,0.34861435559189047,0.0,0.0,77798.83
42,0.8571428571428571,0.14297577490547278,0.34185187818555723,0.31370516725765024,1.0,0.0,71498.49
43,0.8775510204081632,0.09377565781993502,0.5793069281153622,0.07531871040164347,0.0,1.0,69758.98
44,0.8979591836734693,0.13412668461655697,0.788071657023371,0.06005865818708177,1.0,0.0,65200.33
45,0.9183673469387754,0.006049197697962857,0.554724098414143,0.004035595943144333,0.0,1.0,64926.08
46,0.9387755102040816,0.007955647804767122,0.4912597529795813,0.6297678535584392,0.0,0.0,49490.75
47,0.9591836734693877,0.0,0.6405468169663746,0.0,1.0,0.0,42559.73
48,0.9795918367346939,0.003278213623047465,0.0035018386537032375,0.0,0.0,1.0,35673.41
49,0.9999999999999999,0.0,0.5001480636547349,0.09574943284438793,1.0,0.0,14681.4
